index,variable,condition,replicate
3913,5.529402093216141,1,4
3914,10.626689841059424,1,4
3915,9.413274209805351,1,4
3916,10.702999240260588,1,4
3917,11.972153525013798,1,4
3918,8.116048227561826,1,4
3919,10.050468520632624,1,4
3920,12.86436774026462,1,4
3921,14.42077330286617,1,4
3922,15.36008177644702,1,4
3923,11.44722029441453,1,4
5184,4.139732195880928,1,5
5185,10.021354328163689,1,5
5186,4.923879071103999,1,5
5187,7.89943621231841,1,5
5188,1.5356163956013544,1,5
5189,8.00499335113168,1,5
5190,5.0014354596864825,1,5
5191,9.335934128830722,1,5
5192,8.80440912158918,1,5
5193,3.831313280233164,1,5
5194,4.281565503397788,1,5
5195,8.596498363819135,1,5
5196,5.874568157324255,1,5
5197,11.381019077267725,1,5
5198,7.6982933941176706,1,5
5199,12.10719029488831,1,5
5200,9.735597768217408,1,5
5201,11.349534702119502,1,5
5202,10.289476559649966,1,5
5203,10.750968648874968,1,5
5204,9.571065992083964,1,5
5205,6.519187010670672,1,5
5206,4.860269359364366,1,5
5207,12.553814977226464,1,5
5208,10.06257846996442,1,5
5209,6.169746682949675,1,5
5210,10.275497393715783,1,5
5211,9.991028940850004,1,5
5212,6.114983817202148,1,5
5213,8.061825708569563,1,5
5214,9.91838865035164,1,5
5215,4.887100904203544,1,5
5216,12.022377374677928,1,5
5217,8.11889858606512,1,5
5218,6.260217816037939,1,5
5219,8.37182706970349,1,5
6480,5.939288161794829,1,6
6481,6.73150437819127,1,6
6482,7.725405890303451,1,6
6483,6.267581128992244,1,6
6484,6.896105574657789,1,6
6485,9.744960357529342,1,6
6486,8.477906216466572,1,6
6487,9.524713823000118,1,6
6488,7.493874395010727,1,6
6489,6.667862791969717,1,6
6490,10.431866041954684,1,6
6491,8.470226533620218,1,6
6492,8.68987537370828,1,6
6493,5.885844850354683,1,6
6494,8.266709642761672,1,6
6495,6.541618986106891,1,6
6496,9.489189521640776,1,6
6497,5.676775051548338,1,6
6498,6.033873406102565,1,6
6499,5.104878838528741,1,6
6500,7.280130236625504,1,6
6501,6.426674570721588,1,6
6502,8.391667189092576,1,6
6503,10.342080881155542,1,6
6504,8.981094886288073,1,6
6505,6.704303761211453,1,6
6506,8.740017705783128,1,6
6507,8.167274110627808,1,6
6508,7.939757735353477,1,6
6509,11.533562310324973,1,6
6510,6.436531224213824,1,6
6511,10.267683157443011,1,6
6512,8.14468433964691,1,6
6513,9.06537972527599,1,6
6514,7.750991394449185,1,6
6515,7.879573112124778,1,6
0,7.764685947044227,2,1
1,8.533439514860344,2,1
2,5.970846507740814,2,1
3,9.771157942021514,2,1
4,8.087816931897832,2,1
5,8.867614427348975,2,1
6,7.244208247800075,2,1
7,6.372567927841487,2,1
8,6.618881347334732,2,1
9,7.770630710444985,2,1
10,4.971451204251801,2,1
11,9.267083880900165,2,1
12,10.006575646428578,2,1
13,8.382480632940332,2,1
14,6.81210944718612,2,1
15,8.71288751705223,2,1
16,8.54401859414544,2,1
17,4.601187652320182,2,1
18,6.510183783587145,2,1
19,7.977664400580893,2,1
20,7.256035061662372,2,1
21,8.438850971178912,2,1
22,9.680815592927557,2,1
23,5.7612072659615645,2,1
24,10.592036833358025,2,1
25,9.53476740517346,2,1
26,8.127142298170073,2,1
27,6.931738073213095,2,1
28,7.575969867252621,2,1
29,9.738492384547822,2,1
30,9.229712920615608,2,1
31,7.397016098734315,2,1
32,9.59854863968198,2,1
33,10.77450617958378,2,1
34,7.29195911530862,2,1
35,8.934334782847692,2,1
36,8.198258073046105,2,1
37,9.51850463337946,2,1
38,7.1782692453762245,2,1
39,5.601545447849142,2,1
40,8.834557077748542,2,1
41,7.041827921752693,2,1
42,10.637761735027386,2,1
43,8.520305717816289,2,1
44,9.203867005534187,2,1
45,7.708816945159191,2,1
46,6.685345321303948,2,1
47,10.552636614619246,2,1
48,10.602044088565789,2,1
49,8.021322959450549,2,1
50,9.705557432789158,2,1
51,10.994217054160249,2,1
52,9.127338952502424,2,1
53,9.059291478950696,2,1
54,12.254083855151972,2,1
55,5.856877073157095,2,1
56,8.137905905100626,2,1
57,7.193297480086707,2,1
58,8.00401075025629,2,1
59,9.379414232351362,2,1
60,9.645069966599738,2,1
61,12.296437230573508,2,1
62,11.4538857492764,2,1
63,8.327471718268873,2,1
64,9.402619244255128,2,1
65,11.1332585447769,2,1
66,10.873875046239949,2,1
67,4.509160310445639,2,1
68,1.3865375459823597,2,1
69,10.572196730231624,2,1
70,7.999240691779435,2,1
71,6.477945644387098,2,1
72,7.367279519008725,2,1
73,10.579789144405463,2,1
74,8.192779011457498,2,1
75,10.785543785311615,2,1
76,8.060002626428592,2,1
77,9.06939088722526,2,1
78,8.963401707361255,2,1
79,8.366862798667395,2,1
80,8.877204894001139,2,1
81,8.339842247899732,2,1
82,10.432472075269004,2,1
83,7.833804964186291,2,1
84,8.036549337198908,2,1
85,9.257213188408468,2,1
86,6.407642971139705,2,1
87,7.749610485194356,2,1
88,10.133232053664676,2,1
89,10.13857539845964,2,1
90,9.81696009390035,2,1
91,9.72274207314335,2,1
92,10.07052910401876,2,1
93,8.25263139793559,2,1
94,10.997282498644864,2,1
95,10.057415879070136,2,1
96,6.064904898135766,2,1
97,8.696875124222943,2,1
98,7.099896657181651,2,1
99,9.089392158503667,2,1
100,8.378508888847136,2,1
101,7.901434894822821,2,1
102,8.889927239202706,2,1
103,6.386988231257115,2,1
104,8.750046493713262,2,1
105,8.140794921655809,2,1
106,6.562330166517447,2,1
107,10.452324401206203,2,1
108,11.301436671371953,2,1
109,5.388295387831453,2,1
110,12.000669371180956,2,1
111,10.559512336412492,2,1
112,10.195549192658412,2,1
113,6.738878431010145,2,1
114,8.903745872976849,2,1
115,8.663606751269874,2,1
116,9.1465248956244,2,1
117,8.149647381081241,2,1
118,8.994080868302337,2,1
119,8.860435523092834,2,1
120,9.837362664771662,2,1
121,8.061326672099469,2,1
122,9.719826939595492,2,1
123,10.754124013337826,2,1
124,9.777406170637512,2,1
125,11.287177007093153,2,1
126,8.84788340216123,2,1
127,10.288139056001857,2,1
128,8.445957803140775,2,1
129,6.665773420456274,2,1
130,7.554999003385889,2,1
131,8.758916461136979,2,1
132,9.84934188429362,2,1
133,8.806752516500893,2,1
134,7.811440563812186,2,1
135,7.401193410819731,2,1
136,5.732674164671148,2,1
137,10.023574415405772,2,1
138,9.635695367343912,2,1
139,6.182171791219816,2,1
140,6.2880579432671215,2,1
141,8.122819643788379,2,1
142,9.231160910432823,2,1
143,6.970180570467812,2,1
144,10.045415429355243,2,1
145,10.116877098987484,2,1
146,10.958745849802614,2,1
147,11.148757116985248,2,1
148,8.766039160086994,2,1
149,7.624010135861583,2,1
150,8.34524385727098,2,1
151,7.70045508719501,2,1
152,5.420175639474698,2,1
153,13.47812256132147,2,1
154,10.42527436017573,2,1
155,9.892493399215216,2,1
156,10.72964659926282,2,1
157,11.010648894586987,2,1
158,11.740534697551894,2,1
159,9.962299788598893,2,1
160,10.20691407786908,2,1
161,11.257890126752226,2,1
162,9.88789653541098,2,1
163,7.769790221735979,2,1
164,6.784178566502117,2,1
165,7.183554967990739,2,1
166,10.957731226690788,2,1
167,7.289039074721156,2,1
168,9.924667573604893,2,1
169,9.917302583627464,2,1
170,10.097674669810058,2,1
171,7.419619242459322,2,1
172,9.575427137112538,2,1
173,8.842955181849794,2,1
174,7.660364462097297,2,1
175,8.664984783385812,2,1
176,9.540044469799296,2,1
177,10.972546281601272,2,1
178,8.065087986911093,2,1
179,10.772912530605794,2,1
180,8.347207408667042,2,1
181,7.767856117547992,2,1
182,7.630178065913222,2,1
183,9.068884930163996,2,1
184,9.419106192328698,2,1
185,7.914749428684033,2,1
186,7.761062194830409,2,1
187,7.987356802437315,2,1
188,10.237218384819345,2,1
189,6.835875465418745,2,1
190,7.2198940611274205,2,1
191,9.552310077161762,2,1
192,4.7906510480337055,2,1
193,8.784240693590586,2,1
194,10.037070697293366,2,1
195,9.7174113635586,2,1
196,9.118229885330312,2,1
197,9.88280602759289,2,1
198,9.723503399289145,2,1
199,9.170915011937876,2,1
200,10.898790029175016,2,1
201,9.995642788866814,2,1
202,7.607796791310073,2,1
203,8.154031779425992,2,1
204,8.372677895561335,2,1
205,7.472096419384567,2,1
206,11.786130028479066,2,1
207,9.819761581849049,2,1
208,7.174660931161526,2,1
209,7.277594946565557,2,1
210,8.335191746416498,2,1
211,7.569937785512192,2,1
212,7.938165224065282,2,1
213,8.68261056107509,2,1
214,8.840338755954674,2,1
215,9.342174220047385,2,1
1296,12.809881857439072,2,2
1297,10.167458038002046,2,2
1298,13.499982991608617,2,2
1299,12.619518541421588,2,2
1300,11.25432315020615,2,2
1301,12.41123661606208,2,2
1302,10.020812179017517,2,2
1303,9.896784964840666,2,2
1304,12.370292025765735,2,2
1305,7.835444135434699,2,2
1306,11.406247966129524,2,2
1307,10.51200941164544,2,2
1308,12.310192727731389,2,2
1309,10.066001312704298,2,2
1310,11.216581600494443,2,2
1311,15.066376697732537,2,2
1312,11.14964829879852,2,2
1313,10.07063587314904,2,2
1314,11.30436748432849,2,2
1315,9.165575077934797,2,2
1316,13.266722369316415,2,2
1317,11.832414603830332,2,2
1318,12.147764481100852,2,2
1319,10.657940977375151,2,2
1320,10.084596536557452,2,2
1321,10.864678901091398,2,2
1322,8.708174942740989,2,2
1323,13.364786439443082,2,2
1324,13.192761676252994,2,2
1325,12.673321767298717,2,2
1326,9.973410808248476,2,2
1327,13.657819382506853,2,2
1328,11.031508515831897,2,2
1329,14.261625645973604,2,2
1330,9.11438017697968,2,2
1331,12.438718304462624,2,2
1332,11.04012297479244,2,2
1333,11.687417282660252,2,2
1334,12.917928824486484,2,2
1335,13.652240256880132,2,2
1336,9.702756346938022,2,2
1337,11.651108232170053,2,2
1338,6.906475379051675,2,2
1339,9.964193648362055,2,2
1340,14.298860566087397,2,2
1341,7.204190065492682,2,2
1342,12.413483010440048,2,2
1343,9.568002507802433,2,2
1344,11.0144611987478,2,2
1345,8.54814360036818,2,2
1346,11.677583335565828,2,2
1347,9.808863608281484,2,2
1348,12.68330551986932,2,2
1349,12.15605905246747,2,2
1350,14.93678568637787,2,2
1351,12.049256414122675,2,2
1352,10.331277845632464,2,2
1353,10.43424581368691,2,2
1354,11.96739544359313,2,2
1355,10.913095361125626,2,2
1356,7.829420199951224,2,2
1357,7.814981931608361,2,2
1358,11.966534739485557,2,2
1359,13.282728656054696,2,2
1360,13.82119762735293,2,2
1361,7.997948292107022,2,2
1362,9.904492939424513,2,2
1363,11.09417159186968,2,2
1364,9.505964335137016,2,2
1365,10.957833845151178,2,2
1366,10.121416203287326,2,2
1367,8.418303758565227,2,2
1368,12.861580452965256,2,2
1369,14.373128319307904,2,2
1370,12.728413894347725,2,2
1371,11.90200452901849,2,2
1372,13.60983090484378,2,2
1373,13.529770901689451,2,2
1374,12.017124817387394,2,2
1375,15.620115124155724,2,2
1376,11.326184785505651,2,2
1377,9.463810427990744,2,2
1378,12.365339336245771,2,2
1379,10.903971349165545,2,2
1380,9.6257960280021,2,2
1381,8.140061160402759,2,2
1382,8.82647826480175,2,2
1383,9.827826786146725,2,2
1384,13.350443457291933,2,2
1385,10.448125824336367,2,2
1386,9.104436746460651,2,2
1387,8.219630640742405,2,2
1388,8.979837872988716,2,2
1389,9.497873388058425,2,2
1390,9.36317663789004,2,2
1391,11.95379457213215,2,2
1392,9.753591833317795,2,2
1393,14.985181164485304,2,2
1394,9.927414893500696,2,2
1395,12.467396651507,2,2
1396,10.734637631569669,2,2
1397,11.894263423679003,2,2
1398,8.255604113818379,2,2
1399,9.197129249706409,2,2
1400,14.978265019034328,2,2
1401,12.69028820390307,2,2
1402,13.699574804328204,2,2
1403,11.565026870776256,2,2
1404,9.041456077706131,2,2
1405,9.423135958704808,2,2
1406,11.89086126886308,2,2
1407,10.577616085507008,2,2
1408,9.110121142520816,2,2
1409,11.500835437606442,2,2
1410,12.718316555144868,2,2
1411,10.165836408393634,2,2
1412,10.583567342979492,2,2
1413,13.846922687778006,2,2
1414,8.645046255901885,2,2
1415,10.479483728289864,2,2
1416,10.865054509062409,2,2
1417,10.313992505153418,2,2
1418,8.50664551759982,2,2
1419,13.192557054226326,2,2
1420,11.239935565708205,2,2
1421,14.631490904484751,2,2
1422,10.895671261872431,2,2
1423,11.224701757893111,2,2
1424,9.761857407833563,2,2
1425,11.533609087901802,2,2
1426,11.146598738280924,2,2
1427,8.450861636519553,2,2
1428,11.77085360470933,2,2
1429,10.61333944364063,2,2
1430,11.798506107220462,2,2
1431,10.271904270505749,2,2
1432,13.107092596873484,2,2
1433,10.735321478520715,2,2
1434,13.523783417168106,2,2
1435,9.00824923299222,2,2
1436,9.93485328316347,2,2
1437,13.2361455557272,2,2
1438,10.643142681589186,2,2
1439,10.412237409248414,2,2
1440,9.934817746735952,2,2
1441,7.102712081088718,2,2
1442,8.264419102784597,2,2
1443,13.4526258263675,2,2
1444,11.694106768562484,2,2
1445,10.40254750110331,2,2
1446,11.813300815808828,2,2
1447,11.16253635550192,2,2
1448,9.978369009058742,2,2
1449,7.445282824780211,2,2
1450,11.750790226607378,2,2
1451,14.713709102553915,2,2
1452,9.808501803545903,2,2
1453,12.287539031489407,2,2
1454,12.28670993233522,2,2
1455,12.92659677847729,2,2
1456,8.49680318250143,2,2
1457,11.829793856861851,2,2
1458,8.306712123613515,2,2
1459,11.93470394919972,2,2
1460,10.309938728875585,2,2
1461,8.89619160466814,2,2
1462,12.339085674866428,2,2
1463,13.431898686827015,2,2
1464,11.129480984324596,2,2
1465,10.279458123805636,2,2
1466,15.164351645818083,2,2
1467,9.543411818720392,2,2
1468,8.662433362777742,2,2
1469,12.749933815778174,2,2
1470,11.887227178418089,2,2
1471,12.03878302215826,2,2
1472,13.320592458411308,2,2
1473,13.727433953444008,2,2
1474,12.549652963698945,2,2
1475,7.587894913240089,2,2
1476,14.763369559826442,2,2
1477,11.328430433003907,2,2
1478,9.131092833709964,2,2
1479,12.889811098306794,2,2
1480,10.391474090901504,2,2
1481,11.949904973896109,2,2
1482,9.19551648209528,2,2
1483,12.982154213913285,2,2
1484,11.58770297637102,2,2
1485,14.711651075265143,2,2
1486,14.48335076569532,2,2
1487,12.467494511717982,2,2
1488,9.857642831243789,2,2
1489,11.095905946433533,2,2
1490,12.364247138346345,2,2
1491,13.849571778555848,2,2
1492,4.53748953936006,2,2
1493,6.558062200041557,2,2
1494,12.298004263242158,2,2
1495,13.78900067185803,2,2
1496,8.13935530895873,2,2
1497,10.075547629275857,2,2
1498,5.879940184012412,2,2
1499,10.749646744191043,2,2
1500,5.061918526290943,2,2
1501,12.086559524698878,2,2
1502,8.205316860691031,2,2
1503,13.325055363934872,2,2
1504,10.383765380409786,2,2
1505,9.751837449840568,2,2
1506,13.48887621795076,2,2
1507,11.668428593803387,2,2
1508,10.284799680445076,2,2
1509,14.360875680357736,2,2
1510,7.3641026943743535,2,2
1511,10.652037614049346,2,2
2592,13.974646321208184,2,3
2593,4.525516692684563,2,3
2594,15.055647211795968,2,3
2595,12.516623752931784,2,3
2596,14.64056079021118,2,3
2597,13.93252280448856,2,3
2598,13.080258270737346,2,3
2599,11.37629628944577,2,3
2600,8.15203765922838,2,3
2601,14.43236611359868,2,3
2602,9.094315423046348,2,3
2603,11.078067490904276,2,3
2604,12.796128116926765,2,3
2605,9.889086441664066,2,3
2606,15.405902899624838,2,3
2607,10.900681052457587,2,3
2608,8.727752461224197,2,3
2609,8.270018465451903,2,3
2610,13.5650049505039,2,3
2611,12.082444693126863,2,3
2612,8.568802861839,2,3
2613,12.158477372477678,2,3
2614,11.102043544770694,2,3
2615,14.619948904518402,2,3
2616,10.650242185934912,2,3
2617,13.09045605544828,2,3
2618,11.330694397807568,2,3
2619,8.4225376382328,2,3
2620,10.729072905280034,2,3
2621,8.28927181271551,2,3
2622,11.506474080465036,2,3
2623,7.567610951675837,2,3
2624,10.264190210821829,2,3
2625,16.00234059202091,2,3
2626,8.681992846717716,2,3
2627,9.460231246348856,2,3
2628,9.759645459112676,2,3
2629,10.21314337337741,2,3
2630,11.94686625727366,2,3
2631,7.786287627809044,2,3
2632,10.848386005246592,2,3
2633,15.282090994708687,2,3
2634,9.410401650230162,2,3
2635,12.884560426696222,2,3
2636,9.382701708455864,2,3
2637,7.997437055594121,2,3
2638,13.212115530153705,2,3
2639,11.084379937562458,2,3
2640,11.674408354024749,2,3
2641,11.111552258557715,2,3
2642,7.911597922054589,2,3
2643,12.320926833982536,2,3
2644,11.548795589136349,2,3
2645,10.823082483600984,2,3
2646,9.129228695524562,2,3
2647,14.230758430843853,2,3
2648,8.678101606589083,2,3
2649,12.719942310597332,2,3
2650,11.140329803032705,2,3
2651,13.218122682923225,2,3
2652,14.792334732662614,2,3
2653,9.533115433107843,2,3
2654,12.933052194057668,2,3
2655,12.001669345704666,2,3
2656,12.968688632366254,2,3
2657,10.67400230190542,2,3
2658,12.060469542691877,2,3
2659,12.292308458765149,2,3
2660,7.347034306501613,2,3
2661,11.416236249268774,2,3
2662,12.80132514133325,2,3
2663,9.500909634198107,2,3
2664,11.309215249544962,2,3
2665,11.100463182320544,2,3
2666,8.956782272029319,2,3
2667,13.538905070604631,2,3
2668,10.480150764689188,2,3
2669,12.091957684824187,2,3
2670,10.216095729923298,2,3
2671,11.458315448279196,2,3
2672,8.885428142450253,2,3
2673,12.276331875632437,2,3
2674,12.597175947347154,2,3
2675,8.440572047323535,2,3
2676,9.403686226650262,2,3
2677,12.27655185174556,2,3
2678,8.89451838710275,2,3
2679,6.957667498678924,2,3
2680,12.842419421901775,2,3
2681,7.566051646070555,2,3
2682,9.8863000346758,2,3
2683,9.700425565202544,2,3
2684,10.244172535783566,2,3
2685,7.486631564455367,2,3
2686,6.06698098198249,2,3
2687,12.534197456336422,2,3
2688,8.57458239868516,2,3
2689,11.047231551869976,2,3
2690,11.791447468319165,2,3
2691,8.474186617365206,2,3
2692,9.250183122479068,2,3
2693,8.30226005502555,2,3
2694,11.722327445114075,2,3
2695,7.924239999839701,2,3
2696,10.242153055600523,2,3
2697,11.109153924367796,2,3
2698,9.039452662141857,2,3
2699,10.51056798611485,2,3
2700,10.795045164740232,2,3
2701,11.55144398193002,2,3
2702,13.759204001389104,2,3
2703,11.03758227698922,2,3
2704,8.50410140906764,2,3
2705,10.311482425798657,2,3
2706,12.21280703516194,2,3
2707,11.434838580762094,2,3
2708,11.471166488842588,2,3
2709,10.450241811379277,2,3
2710,8.382767998560686,2,3
2711,8.375797905853261,2,3
2712,8.39048379660373,2,3
2713,10.28512663481083,2,3
2714,11.829109440665416,2,3
2715,9.752296368246316,2,3
2716,11.439870808681128,2,3
2717,13.381105581846464,2,3
2718,10.346306825909462,2,3
2719,10.750921148759485,2,3
2720,11.581650475842128,2,3
2721,9.63533919840113,2,3
2722,16.100252996856913,2,3
2723,7.181104453815199,2,3
2724,10.896238206634145,2,3
2725,7.576224558680026,2,3
2726,10.565318168254684,2,3
2727,11.580730981022008,2,3
2728,13.14280660281236,2,3
2729,12.000133458903202,2,3
2730,12.400537906477757,2,3
2731,8.732351661293048,2,3
2732,10.98370575925568,2,3
2733,9.04563421852817,2,3
2734,6.170976830095632,2,3
2735,10.395477574884533,2,3
2736,15.487724748245936,2,3
2737,11.938034828697672,2,3
2738,9.772525957330089,2,3
2739,8.623087181625683,2,3
2740,11.38162606145546,2,3
2741,12.62019329445425,2,3
2742,5.898722407403053,2,3
2743,11.844133797597216,2,3
2744,9.126495501637043,2,3
2745,11.869834812360606,2,3
2746,11.806522353038233,2,3
2747,10.126286164864364,2,3
2748,8.87252405372065,2,3
2749,10.514972101398616,2,3
2750,11.74311648655966,2,3
2751,12.641030229227848,2,3
2752,15.6056650082339,2,3
2753,9.733530479509469,2,3
2754,9.328561191369875,2,3
2755,10.450767230783136,2,3
2756,8.684452420653749,2,3
2757,6.919572831331687,2,3
2758,9.378879260718008,2,3
2759,8.112541829183304,2,3
2760,11.128836933471485,2,3
2761,11.2018656440167,2,3
2762,8.247375655814743,2,3
2763,10.446841295208843,2,3
2764,9.913806832776228,2,3
2765,9.310344716797513,2,3
2766,8.259465521151727,2,3
2767,11.3546899027698,2,3
2768,7.848039350981568,2,3
2769,12.054271009507955,2,3
2770,11.265675740255658,2,3
2771,9.180539148246558,2,3
2772,12.217025530512656,2,3
2773,9.54040867598628,2,3
2774,7.555660787535125,2,3
2775,9.817954055410864,2,3
2776,11.458827431596353,2,3
2777,13.293297540225792,2,3
2778,14.952079723696134,2,3
2779,11.890751491330503,2,3
2780,10.654049781729798,2,3
2781,11.550744568948582,2,3
2782,8.607992422034515,2,3
2783,9.93588368667512,2,3
2784,8.618819404434802,2,3
2785,11.360932717840214,2,3
2786,9.913886074640027,2,3
2787,9.269429241278823,2,3
2788,7.652183794091082,2,3
2789,13.7143592701054,2,3
2790,11.53891866886488,2,3
2791,14.828572076158014,2,3
2792,8.956104325482883,2,3
2793,10.280801884329408,2,3
2794,10.385670813548176,2,3
2795,10.453082438415011,2,3
2796,11.88424548008589,2,3
2797,11.17774806212833,2,3
2798,7.682095941729875,2,3
2799,7.289995527175071,2,3
2800,12.310088091411902,2,3
2801,10.57331915825758,2,3
2802,8.343008056506998,2,3
2803,10.067555116433873,2,3
2804,12.206641775054791,2,3
2805,13.252212391712805,2,3
2806,9.56887192185168,2,3
2807,15.102142472458643,2,3
3888,12.591166878971189,2,4
3889,12.676239404345951,2,4
3890,11.53693088381079,2,4
3891,10.074946840682273,2,4
3892,10.07679266904436,2,4
3893,9.232952867696234,2,4
3894,10.644410299912622,2,4
3895,13.567677461358766,2,4
3896,10.812675226468794,2,4
3897,13.019602124149468,2,4
3898,11.587228530256068,2,4
3899,10.74518391112372,2,4
3900,10.218869709827729,2,4
3901,11.133481636644012,2,4
3902,11.127101182398546,2,4
3903,14.657623991092851,2,4
3904,14.841956660048783,2,4
3905,10.596581200717178,2,4
3906,10.154645386382766,2,4
3907,13.26855790373688,2,4
3908,10.81331965403782,2,4
3909,11.439438139884844,2,4
3910,13.987647094085403,2,4
3911,10.74379122352308,2,4
3912,9.510175672414412,2,4
3913,5.529402093216141,2,4
3914,10.626689841059424,2,4
3915,9.413274209805351,2,4
3916,10.702999240260588,2,4
3917,11.972153525013798,2,4
3918,8.116048227561826,2,4
3919,10.050468520632624,2,4
3920,12.86436774026462,2,4
3921,14.42077330286617,2,4
3922,15.36008177644702,2,4
3923,11.44722029441453,2,4
3924,12.470455807225772,2,4
3925,12.647150400084165,2,4
3926,9.266944367429952,2,4
3927,12.911539836169688,2,4
3928,13.649844300783522,2,4
3929,9.498566884639748,2,4
3930,11.37793631252779,2,4
3931,14.188015104479774,2,4
3932,10.625850024483956,2,4
3933,12.42011233684419,2,4
3934,10.452194186395872,2,4
3935,14.77199608305601,2,4
