variable,replicate,drug
0.8593193973189049,180807_paBBT_fg,6.4
0.597593567594542,180807_paBBT_fg,6.4
0.43189691768468397,180807_paBBT_fg,6.4
0.7422151443824341,180807_paBBT_fg,6.4
0.164593101677233,180807_paBBT_fg,6.4
0.663679664540977,180807_paBBT_fg,6.4
0.606521864087836,180807_paBBT_fg,6.4
0.729820104240108,180807_paBBT_fg,6.4
0.257621342822985,180807_paBBT_fg,6.4
0.6133315270448771,180807_paBBT_fg,6.4
0.24259325561350503,180807_paBBT_fg,6.4
0.7417278506467929,180807_paBBT_fg,6.4
0.40962420789996795,180807_paBBT_fg,6.4
0.646618369060451,180807_paBBT_fg,6.4
0.624424995189241,180807_paBBT_fg,6.4
0.7722457169246579,180807_paBBT_fg,6.4
0.376000456010937,180807_paBBT_fg,6.4
0.625080587389186,180807_paBBT_fg,6.4
0.437724484821233,180807_paBBT_fg,6.4
0.8581558471236059,180807_paBBT_fg,6.4
0.42517923713235706,180807_paBBT_fg,6.4
0.643676169526253,180807_paBBT_fg,6.4
0.5904519651265961,180807_paBBT_fg,6.4
0.460449081836677,180807_paBBT_fg,6.4
0.467832805671563,180807_paBBT_fg,6.4
0.8786437454415509,180807_paBBT_fg,6.4
0.21604987291427602,180807_paBBT_fg,6.4
0.5780104754677371,180807_paBBT_fg,6.4
0.486011054995035,180807_paBBT_fg,6.4
0.627522503375002,180807_paBBT_fg,6.4
0.655952271235686,180807_paBBT_fg,6.4
0.32198018383090804,180807_paBBT_fg,6.4
0.411541443023661,180807_paBBT_fg,6.4
0.735136718806335,180807_paBBT_fg,6.4
0.559552244313278,180807_paBBT_fg,6.4
0.6142755228184879,180807_paBBT_fg,6.4
0.58028876328413,180807_paBBT_fg,6.4
0.549387735143179,180807_paBBT_fg,6.4
0.6012917132741851,180807_paBBT_fg,6.4
0.480648517180289,180807_paBBT_fg,6.4
0.544599795403948,180807_paBBT_fg,6.4
0.359206012616694,180807_paBBT_fg,6.4
0.088744502651915,180807_paBBT_fg,6.4
0.8066549748498191,180807_paBBT_fg,6.4
0.29824217144603005,180807_paBBT_fg,6.4
0.44582108788218,180807_paBBT_fg,6.4
0.46881428319252,180807_paBBT_fg,6.4
0.6253647212737989,180807_paBBT_fg,6.4
0.828423172245789,180807_paBBT_fg,6.4
0.37382409130899497,180807_paBBT_fg,6.4
0.664214730389657,180807_paBBT_fg,6.4
0.6691823555426291,180807_paBBT_fg,6.4
0.37717921353698997,180807_paBBT_fg,6.4
0.47300852423384704,180807_paBBT_fg,6.4
0.318094313196254,180807_paBBT_fg,6.4
0.180377906028585,180807_paBBT_fg,6.4
0.6553302011686639,180807_paBBT_fg,6.4
0.5304708298651301,180807_paBBT_fg,6.4
0.45053515784351295,180807_paBBT_fg,6.4
0.40574986872437396,180807_paBBT_fg,6.4
0.678798843514307,180807_paBBT_fg,6.4
0.782290860714743,180807_paBBT_fg,6.4
0.22636020268364399,180807_paBBT_fg,6.4
0.39941204716256395,180807_paBBT_fg,6.4
0.669620615880611,180807_paBBT_fg,6.4
0.6826149101250238,180807_paBBT_fg,6.4
0.541855089286027,180807_paBBT_fg,6.4
0.643444308443939,180807_paBBT_fg,6.4
0.469598865597791,180807_paBBT_fg,6.4
0.833559994386418,180807_paBBT_fg,6.4
0.10278213910658199,180807_paBBT_fg,6.4
0.6732808159965981,180807_paBBT_fg,6.4
0.132538249433889,180807_paBBT_fg,6.4
0.539903351769689,180807_paBBT_fg,6.4
0.656488532011221,180807_paBBT_fg,6.4
0.730257587393088,180807_paBBT_fg,6.4
0.33431461201227697,180807_paBBT_fg,6.4
0.7390293038676741,180807_paBBT_fg,6.4
0.7734370333474341,180807_paBBT_fg,6.4
0.716364834608419,180807_paBBT_fg,6.4
0.491712572852008,180807_paBBT_fg,6.4
0.8499889472527559,180807_paBBT_fg,6.4
0.6427850589442329,180807_paBBT_fg,6.4
0.40227111152344397,180807_paBBT_fg,6.4
0.745061734420713,180807_paBBT_fg,6.4
0.27691904091934194,180807_paBBT_fg,6.4
0.731503647695815,180807_paBBT_fg,6.4
0.331021342672652,180807_paBBT_fg,6.4
0.812662679485236,180807_paBBT_fg,6.4
0.369341680972872,180807_paBBT_fg,6.4
0.580602682528085,180807_paBBT_fg,6.4
0.12395868697590501,180807_paBBT_fg,6.4
0.453731615197419,180807_paBBT_fg,6.4
0.46688328224905395,180807_paBBT_fg,6.4
0.030261543643799998,180807_paBBT_fg,6.4
0.046464034763772005,180807_paBBT_fg,6.4
0.7538508567719171,180807_paBBT_fg,6.4
0.538051875169912,180807_paBBT_fg,6.4
0.27209508515277697,180807_paBBT_fg,6.4
0.5977445943983211,180807_paBBT_fg,6.4
0.6036797047790621,180807_paBBT_fg,6.4
0.399545474495738,180807_paBBT_fg,6.4
0.429266000331276,180807_paBBT_fg,6.4
0.325821807331531,180807_paBBT_fg,6.4
0.795273130516956,180807_paBBT_fg,6.4
0.321624268565044,180807_paBBT_fg,6.4
0.791590359444697,180807_paBBT_fg,6.4
0.47009419593685403,180807_paBBT_fg,6.4
0.6584348017184689,180807_paBBT_fg,6.4
0.26725578698889396,180807_paBBT_fg,6.4
0.678259644155968,180807_paBBT_fg,6.4
0.544609757748568,180807_paBBT_fg,6.4
0.6894747764756589,180807_paBBT_fg,6.4
0.77880678644828,180807_paBBT_fg,6.4
0.16673195536720098,180807_paBBT_fg,6.4
0.342297119303443,180807_paBBT_fg,6.4
0.596225250358969,180807_paBBT_fg,6.4
0.725467346062457,180807_paBBT_fg,6.4
0.466605921311277,180807_paBBT_fg,6.4
0.471953268021477,180807_paBBT_fg,6.4
0.254790668261682,180807_paBBT_fg,6.4
0.7338411492481809,180807_paBBT_fg,6.4
0.36712880961758704,180807_paBBT_fg,6.4
0.49831629402237804,180807_paBBT_fg,6.4
0.6543185799232629,180807_paBBT_fg,6.4
0.6532524640218411,180807_paBBT_fg,6.4
0.560730225340784,180807_paBBT_fg,6.4
0.43309603784794504,180807_paBBT_fg,6.4
0.345250949388793,180807_paBBT_fg,40.0
0.138632151970466,180807_paBBT_fg,40.0
0.5427369788261429,180807_paBBT_fg,40.0
0.611350145890139,180807_paBBT_fg,40.0
0.485042857946706,180807_paBBT_fg,40.0
0.627306467490643,180807_paBBT_fg,40.0
0.5043782539681451,180807_paBBT_fg,40.0
0.215636775002882,180807_paBBT_fg,40.0
0.517646101772794,180807_paBBT_fg,40.0
0.48346933143681703,180807_paBBT_fg,40.0
0.35035476668784604,180807_paBBT_fg,40.0
0.20927692230106,180807_paBBT_fg,40.0
0.476918821596006,180807_paBBT_fg,40.0
0.27799758140105396,180807_paBBT_fg,40.0
0.259247187635467,180807_paBBT_fg,40.0
0.31820105296928003,180807_paBBT_fg,40.0
0.387535907015595,180807_paBBT_fg,40.0
0.596303442383791,180807_paBBT_fg,40.0
0.537460942295511,180807_paBBT_fg,40.0
0.43191865642218896,180807_paBBT_fg,40.0
0.44153559512260704,180807_paBBT_fg,40.0
0.5138327941912871,180807_paBBT_fg,40.0
0.547088772412451,180807_paBBT_fg,40.0
0.44241035389048905,180807_paBBT_fg,40.0
0.249778633356531,180807_paBBT_fg,40.0
0.370810070981526,180807_paBBT_fg,40.0
0.600954669856738,180807_paBBT_fg,40.0
0.135856309781729,180807_paBBT_fg,40.0
0.47167921010018604,180807_paBBT_fg,40.0
0.33754577594392704,180807_paBBT_fg,40.0
0.37299645130085496,180807_paBBT_fg,40.0
0.222718835076828,180807_paBBT_fg,40.0
0.240955064779398,180807_paBBT_fg,40.0
0.47375800292176,180807_paBBT_fg,40.0
0.5434505697797639,180807_paBBT_fg,40.0
0.37841519956716096,180807_paBBT_fg,40.0
0.253100040623567,180807_paBBT_fg,40.0
0.25925809219879103,180807_paBBT_fg,40.0
0.30208278987064,180807_paBBT_fg,40.0
0.434209146114531,180807_paBBT_fg,40.0
0.450225243924122,180807_paBBT_fg,40.0
0.135750172075462,180807_paBBT_fg,40.0
0.270186774711859,180807_paBBT_fg,40.0
0.17435231868469198,180807_paBBT_fg,40.0
0.541455792961276,180807_paBBT_fg,40.0
0.319468684646799,180807_paBBT_fg,40.0
0.255732579927018,180807_paBBT_fg,40.0
0.27908656057774606,180807_paBBT_fg,40.0
0.7505579058516779,180807_paBBT_fg,40.0
0.272568922756492,180807_paBBT_fg,40.0
0.513930407569608,180807_paBBT_fg,40.0
0.23822560357286698,180807_paBBT_fg,40.0
0.164566075634589,180807_paBBT_fg,40.0
0.5807565817919561,180807_paBBT_fg,40.0
0.43827624061626597,180807_paBBT_fg,40.0
0.385149095606696,180807_paBBT_fg,40.0
0.24381592886461897,180807_paBBT_fg,40.0
0.461685329132927,180807_paBBT_fg,40.0
0.455255150452228,180807_paBBT_fg,40.0
0.44575616794313105,180807_paBBT_fg,40.0
0.418399773442492,180807_paBBT_fg,40.0
0.278370313259916,180807_paBBT_fg,40.0
0.353027221436748,180807_paBBT_fg,40.0
0.43780602260837703,180807_paBBT_fg,40.0
0.453405650184297,180807_paBBT_fg,40.0
0.231559604074852,180807_paBBT_fg,40.0
0.283746259850415,180807_paBBT_fg,40.0
0.188625721543259,180807_paBBT_fg,40.0
0.037392315671717004,180807_paBBT_fg,40.0
0.22289513946995299,180807_paBBT_fg,40.0
0.3640928000761311,180807_paBBT_fg,40.0
0.220796778414038,180807_paBBT_fg,40.0
0.32063224123788103,180807_paBBT_fg,40.0
0.40997878705265,180807_paBBT_fg,40.0
0.554618803045736,180807_paBBT_fg,40.0
0.497510931371723,180807_paBBT_fg,40.0
0.30384771260820603,180807_paBBT_fg,40.0
0.41830429805796204,180807_paBBT_fg,40.0
0.6218854098304151,180807_paBBT_fg,40.0
0.338427227594649,180807_paBBT_fg,40.0
0.30899986493633697,180807_paBBT_fg,40.0
0.256607037422791,180807_paBBT_fg,40.0
0.497077648739448,180807_paBBT_fg,40.0
0.256700184713736,180807_paBBT_fg,40.0
0.435886660158557,180807_paBBT_fg,40.0
0.435061701381292,180807_paBBT_fg,40.0
0.35587498416028096,180807_paBBT_fg,40.0
0.364358534443964,180807_paBBT_fg,40.0
0.599759361175371,180807_paBBT_fg,40.0
0.3568991050971021,180807_paBBT_fg,40.0
0.6266807502410771,180807_paBBT_fg,40.0
0.331260406147713,180807_paBBT_fg,40.0
0.7418553223229591,180807_paBBT_fg,40.0
0.45142358474647903,180807_paBBT_fg,40.0
0.35299022788390505,180807_paBBT_fg,40.0
0.410068004826001,180807_paBBT_fg,40.0
0.39719900318678497,180807_paBBT_fg,40.0
0.322901306620273,180807_paBBT_fg,40.0
0.7161786342643071,180807_paBBT_fg,40.0
0.314171980341255,180807_paBBT_fg,40.0
0.44054071421443297,180807_paBBT_fg,40.0
0.5727444900678249,180807_paBBT_fg,40.0
0.301017396829228,180807_paBBT_fg,40.0
0.26284232661194,180807_paBBT_fg,40.0
0.548562618778981,180807_paBBT_fg,40.0
0.303051669067014,180807_paBBT_fg,40.0
0.36328041642045505,180807_paBBT_fg,40.0
0.37484371862321103,180807_paBBT_fg,40.0
0.415090535976474,180807_paBBT_fg,40.0
0.318414908413784,180807_paBBT_fg,40.0
0.46000580630405297,180807_paBBT_fg,40.0
0.402845798568897,180807_paBBT_fg,40.0
0.597271034097404,180807_paBBT_fg,40.0
0.210099496899722,180807_paBBT_fg,40.0
0.264342687870506,180807_paBBT_fg,40.0
0.39073416426079294,180807_paBBT_fg,40.0
0.260756320417339,180807_paBBT_fg,40.0
0.5367135326792929,180807_paBBT_fg,40.0
0.616784535086916,180807_paBBT_fg,40.0
0.44612251118588103,180807_paBBT_fg,40.0
0.231725207791717,180807_paBBT_fg,40.0
0.510991943170777,180807_paBBT_fg,40.0
0.575339718309682,180807_paBBT_fg,40.0
0.412219064513563,180807_paBBT_fg,40.0
0.351887048309442,180807_paBBT_fg,40.0
0.453539278601295,180807_paBBT_fg,40.0
0.22236583147531402,180807_paBBT_fg,40.0
0.510716514707682,180807_paBBT_fg,40.0
0.281415020297772,180807_paBBT_fg,40.0
0.243609321663077,180807_paBBT_fg,40.0
0.430406318552899,180807_paBBT_fg,40.0
0.510412435933322,180807_paBBT_fg,40.0
0.39094626862924003,180807_paBBT_fg,40.0
0.248938622712151,180807_paBBT_fg,40.0
0.292080529476961,180807_paBBT_fg,40.0
0.44158750697860705,180807_paBBT_fg,40.0
0.42818345287811704,180807_paBBT_fg,40.0
0.344962156444016,180807_paBBT_fg,40.0
0.28449970750629805,180807_paBBT_fg,40.0
0.27630811015879103,180807_paBBT_fg,40.0
0.20973300816855497,180807_paBBT_fg,40.0
0.53699015919776,180807_paBBT_fg,40.0
0.165562726278807,180807_paBBT_fg,40.0
0.299098075179852,180807_paBBT_fg,40.0
0.252334711920887,180807_paBBT_fg,40.0
0.300612376634831,180807_paBBT_fg,40.0
0.5863502997384878,180807_paBBT_fg,40.0
0.460703918166684,180807_paBBT_fg,40.0
0.620296732189323,180807_paBBT_fg,40.0
0.562639804239992,180807_paBBT_fg,40.0
0.43089152004607595,180807_paBBT_fg,40.0
0.34712184591365597,180807_paBBT_fg,40.0
0.269096370334496,180807_paBBT_fg,40.0
0.322025077960424,180807_paBBT_fg,40.0
0.461609268280654,180807_paBBT_fg,40.0
0.17963606082519698,180807_paBBT_fg,40.0
0.23126435286875,180807_paBBT_fg,40.0
0.44003324506009794,180807_paBBT_fg,40.0
0.24911697559323,180807_paBBT_fg,40.0
0.5232077766193101,180807_paBBT_fg,40.0
0.547889973717884,180807_paBBT_fg,40.0
0.44770973649826706,180807_paBBT_fg,40.0
0.240152109074523,180807_paBBT_fg,40.0
0.565270499442828,180807_paBBT_fg,40.0
0.5516378638074431,180807_paBBT_fg,40.0
0.22601346009426698,180807_paBBT_fg,40.0
0.318202000503141,180807_paBBT_fg,40.0
0.6543288147184161,180807_paBBT_fg,40.0
0.092594629797053,180807_paBBT_fg,40.0
0.421036132909279,180807_paBBT_fg,40.0
0.459782795365106,180807_paBBT_fg,40.0
0.36420304284557997,180807_paBBT_fg,40.0
0.32478454088431796,180807_paBBT_fg,40.0
0.36072351015466,180807_paBBT_fg,40.0
0.497597589541165,180807_paBBT_fg,40.0
0.43023533774422495,180807_paBBT_fg,40.0
0.686525695117935,180807_paBBT_fg,40.0
0.482465038459649,180807_paBBT_fg,40.0
0.330725296034008,180807_paBBT_fg,40.0
0.274303109498755,180807_paBBT_fg,40.0
0.140176530848339,180807_paBBT_fg,40.0
0.7375244615628291,180807_paBBT_fg,40.0
0.40206849584698706,180807_paBBT_fg,40.0
0.560946635154753,180807_paBBT_fg,40.0
0.35975383432044394,180807_paBBT_fg,40.0
0.474664075029206,180807_paBBT_fg,40.0
0.2800489805763,180807_paBBT_fg,40.0
0.6632359830672,180807_paBBT_fg,40.0
0.508475348022213,180807_paBBT_fg,40.0
0.395723950205582,180807_paBBT_fg,40.0
0.465134297291004,180807_paBBT_fg,40.0
0.030283191769633,180807_paBBT_fg,40.0
0.42521152993308703,180807_paBBT_fg,40.0
0.511113365408539,180807_paBBT_fg,40.0
0.633959152709518,180807_paBBT_fg,40.0
0.268311484248464,180807_paBBT_fg,40.0
0.049281266573085,180807_paBBT_fg,40.0
0.39567632666765207,180807_paBBT_fg,40.0
0.45817546857662,180807_paBBT_fg,40.0
0.246996183,190703_paBBT_fg,6.4
0.270278747,190703_paBBT_fg,6.4
0.209218795,190703_paBBT_fg,6.4
0.777050529,190703_paBBT_fg,6.4
0.746919324,190703_paBBT_fg,6.4
0.5582208439999999,190703_paBBT_fg,6.4
0.487226528,190703_paBBT_fg,6.4
0.562619002,190703_paBBT_fg,6.4
0.225795142,190703_paBBT_fg,6.4
0.487436256,190703_paBBT_fg,6.4
0.506769155,190703_paBBT_fg,6.4
0.614658783,190703_paBBT_fg,6.4
0.20160528600000002,190703_paBBT_fg,6.4
0.743326713,190703_paBBT_fg,6.4
0.25243630699999997,190703_paBBT_fg,6.4
0.7326394070000001,190703_paBBT_fg,6.4
0.33642382600000004,190703_paBBT_fg,6.4
0.630585817,190703_paBBT_fg,6.4
0.37673451799999996,190703_paBBT_fg,6.4
0.395149145,190703_paBBT_fg,6.4
0.28661658,190703_paBBT_fg,6.4
0.252864905,190703_paBBT_fg,6.4
0.5160437139999999,190703_paBBT_fg,6.4
0.067583226,190703_paBBT_fg,6.4
0.434847991,190703_paBBT_fg,6.4
0.175922418,190703_paBBT_fg,6.4
0.519941995,190703_paBBT_fg,6.4
0.41373575700000004,190703_paBBT_fg,6.4
0.295964189,190703_paBBT_fg,6.4
0.428769443,190703_paBBT_fg,6.4
0.243736402,190703_paBBT_fg,6.4
0.41102411200000005,190703_paBBT_fg,6.4
0.5194241310000001,190703_paBBT_fg,6.4
0.5725315470000001,190703_paBBT_fg,6.4
0.772575645,190703_paBBT_fg,6.4
0.316427162,190703_paBBT_fg,6.4
0.607469383,190703_paBBT_fg,6.4
0.20494461600000002,190703_paBBT_fg,6.4
0.36328458399999997,190703_paBBT_fg,6.4
0.262096536,190703_paBBT_fg,6.4
0.175630468,190703_paBBT_fg,6.4
0.402313365,190703_paBBT_fg,6.4
0.614762511,190703_paBBT_fg,6.4
0.584521076,190703_paBBT_fg,6.4
0.628989769,190703_paBBT_fg,6.4
0.34428493600000004,190703_paBBT_fg,6.4
0.6513001970000001,190703_paBBT_fg,6.4
0.75281961,190703_paBBT_fg,6.4
0.752423428,190703_paBBT_fg,6.4
0.397242967,190703_paBBT_fg,6.4
0.460960475,190703_paBBT_fg,6.4
0.26732604,190703_paBBT_fg,6.4
0.499719243,190703_paBBT_fg,6.4
0.283305287,190703_paBBT_fg,6.4
0.181101619,190703_paBBT_fg,6.4
0.681427876,190703_paBBT_fg,6.4
0.32911829,190703_paBBT_fg,6.4
0.72563346,190703_paBBT_fg,6.4
0.760403147,190703_paBBT_fg,6.4
0.47404655799999995,190703_paBBT_fg,6.4
0.26246127199999997,190703_paBBT_fg,6.4
0.658107969,190703_paBBT_fg,6.4
0.386582474,190703_paBBT_fg,6.4
0.7561169609999999,190703_paBBT_fg,6.4
0.36769727799999996,190703_paBBT_fg,6.4
0.49423086299999996,190703_paBBT_fg,6.4
0.48939865899999996,190703_paBBT_fg,6.4
0.49347301299999996,190703_paBBT_fg,6.4
0.687695837,190703_paBBT_fg,6.4
0.107933604,190703_paBBT_fg,6.4
0.475850655,190703_paBBT_fg,6.4
0.57836803,190703_paBBT_fg,6.4
0.7007348720000001,190703_paBBT_fg,6.4
0.654673855,190703_paBBT_fg,6.4
0.5501641429999999,190703_paBBT_fg,6.4
0.117425275,190703_paBBT_fg,6.4
0.413959365,190703_paBBT_fg,6.4
0.331117363,190703_paBBT_fg,6.4
0.376527735,190703_paBBT_fg,6.4
0.265603591,190703_paBBT_fg,6.4
0.49212079799999997,190703_paBBT_fg,6.4
0.48209229,190703_paBBT_fg,6.4
0.42217450100000004,190703_paBBT_fg,6.4
0.346316445,190703_paBBT_fg,6.4
0.12743110900000001,190703_paBBT_fg,6.4
0.314981658,190703_paBBT_fg,6.4
0.804993003,190703_paBBT_fg,6.4
0.260916916,190703_paBBT_fg,6.4
0.41270276,190703_paBBT_fg,6.4
0.548155473,190703_paBBT_fg,6.4
0.6726113490000001,190703_paBBT_fg,6.4
